STT,Contents,Labels,length,clean_text
3356,thạc sĩ phạm ngọc anh hiện đang giữ chức vụ phó giám đốc tại trung tâm giáo dục quốc phòng và thể chất.,Thong_Tin_Trung_Tam,23,thạc sĩ phạm ngọc anh hiện đang giữ chức vụ phó giám đốc tại trung tâm giáo dục quốc phòng và thể chất
3357,phó giám đốc phạm ngọc anh đảm nhận nhiệm vụ hỗ trợ giám đốc điều hành và quản lý mảng giáo dục quốc phòng tại trung tâm.,Thong_Tin_Trung_Tam,27,phó giám đốc phạm ngọc anh đảm nhận nhiệm vụ hỗ trợ giám đốc điều hành và quản lý mảng giáo dục quốc phòng tại trung tâm
3358,"ths. phạm ngọc anh chịu trách nhiệm soạn thảo văn bản, báo cáo chuyên môn về giáo dục quốc phòng an ninh và phải trình giám đốc phê duyệt trước khi tiến hành.",Thong_Tin_Trung_Tam,33,ths phạm ngọc anh chịu trách nhiệm soạn thảo văn bản báo cáo chuyên môn về giáo dục quốc phòng an ninh và phải trình giám đốc phê duyệt trước khi tiến hành
3359,"việc quản lý các trang thiết bị, phương tiện và đồ dùng dạy học của bộ môn giáo dục quốc phòng an ninh thuộc trách nhiệm của phó giám đốc phạm ngọc anh.",Thong_Tin_Trung_Tam,33,việc quản lý các trang thiết bị phương tiện và đồ dùng dạy học của bộ môn giáo dục quốc phòng an ninh thuộc trách nhiệm của phó giám đốc phạm ngọc anh
3360,thông tin liên lạc của phó giám đốc gdqp phạm ngọc anh bao gồm email <EMAIL> số máy bàn <PHONE> nhánh 844 và số di động <PHONE>.,Thong_Tin_Trung_Tam,27,thông tin liên lạc của phó giám đốc gdqp phạm ngọc anh bao gồm email email số máy bàn phone nhánh 844 và số di động phone
3361,bộ phận giáo vụ của trung tâm gdqptc có chuyên viên đỗ thị mai chuyên phụ trách công tác giáo vụ và chăm sóc sinh viên.,Thong_Tin_Trung_Tam,26,bộ phận giáo vụ của trung tâm gdqptc có chuyên viên đỗ thị mai chuyên phụ trách công tác giáo vụ và chăm sóc sinh viên
3362,sinh viên cần hỗ trợ từ cô đỗ thị mai có thể liên hệ qua email <EMAIL> hoặc đến trực tiếp văn phòng trung tâm tại tầng trệt nhà v2.,Thong_Tin_Trung_Tam,30,sinh viên cần hỗ trợ từ cô đỗ thị mai có thể liên hệ qua email email hoặc đến trực tiếp văn phòng trung tâm tại tầng trệt nhà v2
3363,"thầy trịnh văn giang là cán bộ giáo vụ của trung tâm gdqptc, phụ trách mảng sắp xếp thời khóa biểu, mở lớp học phần và báo giảng.",Thong_Tin_Trung_Tam,28,thầy trịnh văn giang là cán bộ giáo vụ của trung tâm gdqptc phụ trách mảng sắp xếp thời khóa biểu mở lớp học phần và báo giảng
3364,công tác quản lý và cấp phát chứng chỉ môn giáo dục quốc phòng và môn giáo dục thể chất do cán bộ giáo vụ trịnh văn giang trực tiếp đảm nhiệm.,Thong_Tin_Trung_Tam,32,công tác quản lý và cấp phát chứng chỉ môn giáo dục quốc phòng và môn giáo dục thể chất do cán bộ giáo vụ trịnh văn giang trực tiếp đảm nhiệm
3365,sinh viên có thể liên hệ thầy trịnh văn giang qua email <EMAIL> hoặc sđt <PHONE> nhánh 135 tại văn phòng tầng trệt nhà v2.,Thong_Tin_Trung_Tam,25,sinh viên có thể liên hệ thầy trịnh văn giang qua email email hoặc sđt phone nhánh 135 tại văn phòng tầng trệt nhà v2
3366,tổ trưởng công đoàn của bộ phận đoàn thể trực thuộc trung tâm giáo dục quốc phòng và thể chất là thạc sĩ nguyễn thanh liêm.,Thong_Tin_Trung_Tam,26,tổ trưởng công đoàn của bộ phận đoàn thể trực thuộc trung tâm giáo dục quốc phòng và thể chất là thạc sĩ nguyễn thanh liêm
3367,hệ thống chuyên môn của trung tâm gdqptc được chia thành hai bộ môn chính là bộ môn giáo dục quốc phòng an ninh và bộ môn giáo dục thể chất.,Thong_Tin_Trung_Tam,31,hệ thống chuyên môn của trung tâm gdqptc được chia thành hai bộ môn chính là bộ môn giáo dục quốc phòng an ninh và bộ môn giáo dục thể chất
3368,"đội ngũ giảng viên cơ hữu thuộc bộ môn giáo dục quốc phòng của trung tâm bao gồm các thạc sĩ: nguyễn anh hùng, bùi bá hân và nguyễn đình hà.",Thong_Tin_Trung_Tam,31,đội ngũ giảng viên cơ hữu thuộc bộ môn giáo dục quốc phòng của trung tâm bao gồm các thạc sĩ nguyễn anh hùng bùi bá hân và nguyễn đình hà
3369,"bên cạnh đó, ths. nguyễn quy hưng, ths. phan cảnh tứ và ths. hồ văn huy cũng là các giảng viên cơ hữu trực thuộc bộ môn giáo dục quốc phòng.",Thong_Tin_Trung_Tam,31,bên cạnh đó ths nguyễn quy hưng ths phan cảnh tứ và ths hồ văn huy cũng là các giảng viên cơ hữu trực thuộc bộ môn giáo dục quốc phòng
3370,"bộ môn giáo dục thể chất của trung tâm gdqptc sở hữu đội ngũ giảng viên cơ hữu như ths. tạ hồng hà, ths. nguyễn phúc thanh phong và ths. nguyễn thanh liêm.",Thong_Tin_Trung_Tam,33,bộ môn giáo dục thể chất của trung tâm gdqptc sở hữu đội ngũ giảng viên cơ hữu như ths tạ hồng hà ths nguyễn phúc thanh phong và ths nguyễn thanh liêm
3371,"danh sách giảng viên cơ hữu môn giáo dục thể chất còn có sự góp mặt của ths. trần văn tưởng, ths. nguyễn lâm văn luật, ths. trần văn dũng và ths. phạm văn dũng.",Thong_Tin_Trung_Tam,35,danh sách giảng viên cơ hữu môn giáo dục thể chất còn có sự góp mặt của ths trần văn tưởng ths nguyễn lâm văn luật ths trần văn dũng và ths phạm văn dũng
3372,"đội ngũ giảng viên thỉnh giảng chuyên môn giáo dục thể chất của trung tâm gdqptc có sự tham gia của tiến sĩ đoàn kim bình cùng các thạc sĩ như nguyễn hiền triết, ngô thanh điền.",Thong_Tin_Trung_Tam,37,đội ngũ giảng viên thỉnh giảng chuyên môn giáo dục thể chất của trung tâm gdqptc có sự tham gia của tiến sĩ đoàn kim bình cùng các thạc sĩ như nguyễn hiền triết ngô thanh điền
3373,"trung tâm gdqptc còn mời nhiều giảng viên thỉnh giảng khác tham gia dạy thể chất như ths. nguyễn thành lưu, ths. trần đỗ đình lâm, ths. lê hữu toàn và ths. võ minh vương.",Thong_Tin_Trung_Tam,35,trung tâm gdqptc còn mời nhiều giảng viên thỉnh giảng khác tham gia dạy thể chất như ths nguyễn thành lưu ths trần đỗ đình lâm ths lê hữu toàn và ths võ minh vương
3374,"các thạc sĩ đỗ thành quang, vũ trường hải, trần hoàng trung và nguyễn viết bình cũng tích cực tham gia giảng dạy tại trung tâm gdqptc với tư cách giảng viên thỉnh giảng.",Thong_Tin_Trung_Tam,34,các thạc sĩ đỗ thành quang vũ trường hải trần hoàng trung và nguyễn viết bình cũng tích cực tham gia giảng dạy tại trung tâm gdqptc với tư cách giảng viên thỉnh giảng
3375,"nhằm bồi dưỡng năng khiếu cho sinh viên, trung tâm gdqptc đã thành lập câu lạc bộ bóng đá do huấn luyện viên tạ hồng hà phụ trách.",Thong_Tin_Trung_Tam,28,nhằm bồi dưỡng năng khiếu cho sinh viên trung tâm gdqptc đã thành lập câu lạc bộ bóng đá do huấn luyện viên tạ hồng hà phụ trách
3376,"hlv tạ hồng hà phụ trách môn bóng đá sinh năm 1975, là thạc sĩ giáo dục thể chất tốt nghiệp trường đại học sư phạm tdtt tp.hcm.",Thong_Tin_Trung_Tam,29,hlv tạ hồng hà phụ trách môn bóng đá sinh năm 1975 là thạc sĩ giáo dục thể chất tốt nghiệp trường đại học sư phạm tdtt tp hcm
3377,"sinh viên tham gia câu lạc bộ bóng đá của trung tâm gdqptc sẽ tập luyện tại sân vận động đạt đức, địa chỉ 5a nguyễn văn lượng, quận gò vấp.",Thong_Tin_Trung_Tam,31,sinh viên tham gia câu lạc bộ bóng đá của trung tâm gdqptc sẽ tập luyện tại sân vận động đạt đức địa chỉ 5a nguyễn văn lượng quận gò vấp
3378,câu lạc bộ bóng chuyền của trung tâm gdqptc được dẫn dắt bởi sự phối hợp của hai huấn luyện viên là đỗ đình lâm và lương phương bình.,Thong_Tin_Trung_Tam,29,câu lạc bộ bóng chuyền của trung tâm gdqptc được dẫn dắt bởi sự phối hợp của hai huấn luyện viên là đỗ đình lâm và lương phương bình
3379,cả hai hlv bóng chuyền đỗ đình lâm và lương phương bình đều là những cử nhân giáo dục thể chất tốt nghiệp từ đại học tdtt tp.hcm.,Thong_Tin_Trung_Tam,29,cả hai hlv bóng chuyền đỗ đình lâm và lương phương bình đều là những cử nhân giáo dục thể chất tốt nghiệp từ đại học tdtt tp hcm
3380,"địa điểm sinh hoạt chính của câu lạc bộ bóng chuyền trung tâm gdqptc là tại nhà thiếu nhi quận gò vấp, số 450/19 lê đức thọ.",Thong_Tin_Trung_Tam,28,địa điểm sinh hoạt chính của câu lạc bộ bóng chuyền trung tâm gdqptc là tại nhà thiếu nhi quận gò vấp số 450 19 lê đức thọ
3381,câu lạc bộ bóng rổ thuộc quản lý của trung tâm gdqptc do hlv đoàn đức phong và hlv trần văn dũng huấn luyện tại nhà thiếu nhi quận gò vấp.,Thong_Tin_Trung_Tam,31,câu lạc bộ bóng rổ thuộc quản lý của trung tâm gdqptc do hlv đoàn đức phong và hlv trần văn dũng huấn luyện tại nhà thiếu nhi quận gò vấp
3382,"hlv môn bóng rổ đoàn đức phong là cử nhân, trong khi hlv trần văn dũng là thạc sĩ giáo dục thể chất xuất thân từ trường đại học sư phạm tdtt tp.hcm.",Thong_Tin_Trung_Tam,34,hlv môn bóng rổ đoàn đức phong là cử nhân trong khi hlv trần văn dũng là thạc sĩ giáo dục thể chất xuất thân từ trường đại học sư phạm tdtt tp hcm
3383,môn cầu lông tại trung tâm gdqptc do hlv trịnh quốc tuấn trực tiếp giảng dạy tại sân vận động đạt đức.,Thong_Tin_Trung_Tam,22,môn cầu lông tại trung tâm gdqptc do hlv trịnh quốc tuấn trực tiếp giảng dạy tại sân vận động đạt đức
3384,"hlv cầu lông trịnh quốc tuấn sinh năm 1985, sở hữu bằng thạc sĩ khoa học giáo dục của trường đại học tdtt tp.hcm.",Thong_Tin_Trung_Tam,25,hlv cầu lông trịnh quốc tuấn sinh năm 1985 sở hữu bằng thạc sĩ khoa học giáo dục của trường đại học tdtt tp hcm
3385,"câu lạc bộ taekwondo của trung tâm được hướng dẫn bởi hlv trần trường hải, người đã đạt đẳng cấp huyền đai tứ đẳng và từng giành huy chương vàng quốc gia.",Thong_Tin_Trung_Tam,32,câu lạc bộ taekwondo của trung tâm được hướng dẫn bởi hlv trần trường hải người đã đạt đẳng cấp huyền đai tứ đẳng và từng giành huy chương vàng quốc gia
3386,"địa điểm tập luyện võ taekwondo thuộc trung tâm gdqptc được bố trí tại nhà thiếu nhi quận gò vấp, số 450/19 lê đức thọ.",Thong_Tin_Trung_Tam,26,địa điểm tập luyện võ taekwondo thuộc trung tâm gdqptc được bố trí tại nhà thiếu nhi quận gò vấp số 450 19 lê đức thọ
3387,"câu lạc bộ võ judo của trung tâm gdqptc có sự tham gia huấn luyện chuyên nghiệp của hlv nguyễn thành tài, người đang sở hữu huyền đai đệ ngũ đẳng.",Thong_Tin_Trung_Tam,31,câu lạc bộ võ judo của trung tâm gdqptc có sự tham gia huấn luyện chuyên nghiệp của hlv nguyễn thành tài người đang sở hữu huyền đai đệ ngũ đẳng
3388,"hlv nguyễn thành tài của clb judo tốt nghiệp cử nhân giáo dục thể chất, đồng thời là trọng tài quốc tế ijf cấp châu lục.",Thong_Tin_Trung_Tam,26,hlv nguyễn thành tài của clb judo tốt nghiệp cử nhân giáo dục thể chất đồng thời là trọng tài quốc tế ijf cấp châu lục
3389,hlv nguyễn thành tài trực thuộc trung tâm gdqptc từng có kinh nghiệm dẫn dắt đội tuyển judo quân đội và làm hlv judo tại trường đại học cảnh sát nhân dân.,Thong_Tin_Trung_Tam,32,hlv nguyễn thành tài trực thuộc trung tâm gdqptc từng có kinh nghiệm dẫn dắt đội tuyển judo quân đội và làm hlv judo tại trường đại học cảnh sát nhân dân
3390,"thành tích nổi bật của hlv judo nguyễn thành tài bao gồm hạng 6 judo kata thế giới, 1 hcv và 1 hcb seagames, cùng 1 hcv judo đông nam á.",Thong_Tin_Trung_Tam,31,thành tích nổi bật của hlv judo nguyễn thành tài bao gồm hạng 6 judo kata thế giới 1 hcv và 1 hcb seagames cùng 1 hcv judo đông nam á
3391,"câu lạc bộ judo của trung tâm gdqptc tổ chức sinh hoạt và tập luyện tại nhà thi đấu rạch miễu, số 1 hoa phượng, quận phú nhuận.",Thong_Tin_Trung_Tam,28,câu lạc bộ judo của trung tâm gdqptc tổ chức sinh hoạt và tập luyện tại nhà thi đấu rạch miễu số 1 hoa phượng quận phú nhuận
3392,"đối với bộ môn bơi lội, trung tâm gdqptc cung cấp đội ngũ hướng dẫn viên giàu kinh nghiệm gồm nguyễn mạnh lực, nguyễn ngọc an duy và đỗ thành nhân.",Thong_Tin_Trung_Tam,31,đối với bộ môn bơi lội trung tâm gdqptc cung cấp đội ngũ hướng dẫn viên giàu kinh nghiệm gồm nguyễn mạnh lực nguyễn ngọc an duy và đỗ thành nhân
3393,"các lớp học bơi dành cho sinh viên trung tâm gdqptc được diễn ra tại hồ bơi 1/6 quận gò vấp, địa chỉ 450/19 lê đức thọ.",Thong_Tin_Trung_Tam,29,các lớp học bơi dành cho sinh viên trung tâm gdqptc được diễn ra tại hồ bơi 1 6 quận gò vấp địa chỉ 450 19 lê đức thọ
3394,"địa điểm học môn giáo dục thể chất của trường đại học công nghiệp thành phố hồ chí minh nằm tại cơ sở nguyễn văn dung, địa chỉ số 10 nguyễn văn dung, phường an nhơn, tp.hcm.",Thong_Tin_Trung_Tam,38,địa điểm học môn giáo dục thể chất của trường đại học công nghiệp thành phố hồ chí minh nằm tại cơ sở nguyễn văn dung địa chỉ số 10 nguyễn văn dung phường an nhơn tp hcm
3395,"để di chuyển từ cơ sở 1 (12 nguyễn văn bảo) sang cơ sở học giáo dục thể chất nguyễn văn dung, sinh viên có thể sử dụng các tuyến xe buýt số 03, 32, 59, hoặc 103.",Thong_Tin_Trung_Tam,38,để di chuyển từ cơ sở 1 12 nguyễn văn bảo sang cơ sở học giáo dục thể chất nguyễn văn dung sinh viên có thể sử dụng các tuyến xe buýt số 03 32 59 hoặc 103
3396,"khi sử dụng xe buýt đến gần đường nguyễn văn dung, sinh viên cần đi bộ vào bên trong cơ sở để tham gia lớp học giáo dục thể chất.",Thong_Tin_Trung_Tam,30,khi sử dụng xe buýt đến gần đường nguyễn văn dung sinh viên cần đi bộ vào bên trong cơ sở để tham gia lớp học giáo dục thể chất
3397,sinh viên di chuyển đến cơ sở giáo dục thể chất bằng phương tiện cá nhân hoặc app đặt xe cần nhập điểm đến là 10 nguyễn văn dung trên ứng dụng.,Thong_Tin_Trung_Tam,32,sinh viên di chuyển đến cơ sở giáo dục thể chất bằng phương tiện cá nhân hoặc app đặt xe cần nhập điểm đến là 10 nguyễn văn dung trên ứng dụng
3398,ứng dụng đặt xe hoặc google maps sẽ hiển thị các cung đường phù hợp để sinh viên theo dõi và chọn phương án di chuyển đến cơ sở giáo dục thể chất nguyễn văn dung.,Thong_Tin_Trung_Tam,36,ứng dụng đặt xe hoặc google maps sẽ hiển thị các cung đường phù hợp để sinh viên theo dõi và chọn phương án di chuyển đến cơ sở giáo dục thể chất nguyễn văn dung
3399,"địa điểm học môn giáo dục quốc phòng của trường đại học công nghiệp thành phố hồ chí minh được tổ chức tại cơ sở phạm văn chiêu, hay còn gọi là nhà p.",Thong_Tin_Trung_Tam,34,địa điểm học môn giáo dục quốc phòng của trường đại học công nghiệp thành phố hồ chí minh được tổ chức tại cơ sở phạm văn chiêu hay còn gọi là nhà p
3400,"cơ sở phạm văn chiêu (nhà p) chuyên giảng dạy giáo dục quốc phòng có địa chỉ chính thức tại số 20 đường 53, phường an hội tây, tp.hcm.",Thong_Tin_Trung_Tam,30,cơ sở phạm văn chiêu nhà p chuyên giảng dạy giáo dục quốc phòng có địa chỉ chính thức tại số 20 đường 53 phường an hội tây tp hcm
3401,"để đến nhà p học giáo dục quốc phòng từ cơ sở 1, sinh viên có thể đi xe buýt số 18 (hướng bến thành - chợ hiệp thành) hoặc đón xe buýt số 24 (hướng bến xe miền đông - chợ hóc môn) tại cổng số 4.",Thong_Tin_Trung_Tam,46,để đến nhà p học giáo dục quốc phòng từ cơ sở 1 sinh viên có thể đi xe buýt số 18 hướng bến thành chợ hiệp thành hoặc đón xe buýt số 24 hướng bến xe miền đông chợ hóc môn tại cổng số 4
3402,"nếu đi xe buýt số 18 hoặc 24, sinh viên xuống tại trạm ngã tư phạm văn chiêu (ngã tư cầu cống) và đi bộ thêm khoảng 950m để đến cơ sở giáo dục quốc phòng.",Thong_Tin_Trung_Tam,36,nếu đi xe buýt số 18 hoặc 24 sinh viên xuống tại trạm ngã tư phạm văn chiêu ngã tư cầu cống và đi bộ thêm khoảng 950m để đến cơ sở giáo dục quốc phòng
3403,sinh viên cũng có thể đón tuyến xe buýt số 32 tại trường tiểu học an hội để di chuyển đến đường số 53 phạm văn chiêu (phía bên trái) và vào học giáo dục quốc phòng.,Thong_Tin_Trung_Tam,37,sinh viên cũng có thể đón tuyến xe buýt số 32 tại trường tiểu học an hội để di chuyển đến đường số 53 phạm văn chiêu phía bên trái và vào học giáo dục quốc phòng
3404,"lưu ý khi đi xe buýt đến cơ sở giáo dục quốc phòng nhà p, do xe buýt chỉ đậu ngoài đường nên sinh viên cần tự di chuyển bộ vào bên trong khuôn viên trường.",Thong_Tin_Trung_Tam,36,lưu ý khi đi xe buýt đến cơ sở giáo dục quốc phòng nhà p do xe buýt chỉ đậu ngoài đường nên sinh viên cần tự di chuyển bộ vào bên trong khuôn viên trường
3405,"khi sử dụng phương tiện cá nhân hoặc các ứng dụng đặt xe, sinh viên cần tìm từ khóa nhà p trường đại học công nghiệp thành phố hồ chí minh ở mục điểm đến để được chỉ đường đi học quốc phòng.",Thong_Tin_Trung_Tam,43,khi sử dụng phương tiện cá nhân hoặc các ứng dụng đặt xe sinh viên cần tìm từ khóa nhà p trường đại học công nghiệp thành phố hồ chí minh ở mục điểm đến để được chỉ đường đi học quốc phòng
3406,các ứng dụng bản đồ sẽ đề xuất nhiều phương án di chuyển và cung đường đi đến cơ sở giáo dục quốc phòng nhà p để sinh viên lựa chọn loại xe phù hợp.,Thong_Tin_Trung_Tam,35,các ứng dụng bản đồ sẽ đề xuất nhiều phương án di chuyển và cung đường đi đến cơ sở giáo dục quốc phòng nhà p để sinh viên lựa chọn loại xe phù hợp
3407,"từ ngày 14 đến ngày 22 tháng 12 năm 2023, trường đại học công nghiệp thành phố hồ chí minh (iuh) đã tổ chức các hoạt động kỷ niệm 79 năm ngày thành lập quân đội nhân dân việt nam.",Thong_Tin_Trung_Tam,40,từ ngày 14 đến ngày 22 tháng 12 năm 2023 trường đại học công nghiệp thành phố hồ chí minh iuh đã tổ chức các hoạt động kỷ niệm 79 năm ngày thành lập quân đội nhân dân việt nam
3408,các chương trình hoạt động diễn ra từ ngày 14 đến 22/12/2023 tại đại học công nghiệp thành phố hồ chí minh cũng nhằm chào mừng 34 năm ngày hội quốc phòng toàn dân.,Thong_Tin_Trung_Tam,36,các chương trình hoạt động diễn ra từ ngày 14 đến 22 12 2023 tại đại học công nghiệp thành phố hồ chí minh cũng nhằm chào mừng 34 năm ngày hội quốc phòng toàn dân
3409,"ngày 02 tháng 12 năm 2023, ban chỉ huy quân sự trường đại học công nghiệp thành phố hồ chí minh phối hợp cùng bộ tư lệnh thành phố hồ chí minh tổ chức huấn luyện bắn đạn thật cho lực lượng tự vệ.",Thong_Tin_Trung_Tam,44,ngày 02 tháng 12 năm 2023 ban chỉ huy quân sự trường đại học công nghiệp thành phố hồ chí minh phối hợp cùng bộ tư lệnh thành phố hồ chí minh tổ chức huấn luyện bắn đạn thật cho lực lượng tự vệ
3410,bài huấn luyện bắn đạn thật dành cho lực lượng tự vệ đại học công nghiệp thành phố hồ chí minh năm 2023 là bài bắn súng ak 1b.,Thong_Tin_Trung_Tam,29,bài huấn luyện bắn đạn thật dành cho lực lượng tự vệ đại học công nghiệp thành phố hồ chí minh năm 2023 là bài bắn súng ak 1b
3411,ban chỉ huy quân sự trường đại học công nghiệp thành phố hồ chí minh đã triển khai đợt huấn luyện lực lượng tự vệ năm 2023 vào hai ngày 25 và 26 tháng 11 năm 2023.,Thong_Tin_Trung_Tam,37,ban chỉ huy quân sự trường đại học công nghiệp thành phố hồ chí minh đã triển khai đợt huấn luyện lực lượng tự vệ năm 2023 vào hai ngày 25 và 26 tháng 11 năm 2023
3412,giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh đại học khóa 19 năm học 2023-2024 khép lại bằng trận chung kết kịch tính vào ngày 09/12/2023 tại sân bóng tiến trường.,Thong_Tin_Trung_Tam,42,giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh đại học khóa 19 năm học 2023 2024 khép lại bằng trận chung kết kịch tính vào ngày 09 12 2023 tại sân bóng tiến trường
3413,trận chung kết giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 19 là cuộc so tài kịch tính giữa hai đội tuyển dhqldd19a và dhck19c.,Thong_Tin_Trung_Tam,34,trận chung kết giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 19 là cuộc so tài kịch tính giữa hai đội tuyển dhqldd19a và dhck19c
3414,"kết quả chung cuộc giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 19 năm học 2023-2024: giải nhất thuộc về đội dhqldd19a, giải nhì thuộc về đội dhck19c.",Thong_Tin_Trung_Tam,38,kết quả chung cuộc giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 19 năm học 2023 2024 giải nhất thuộc về đội dhqldd19a giải nhì thuộc về đội dhck19c
3415,hai đội tuyển dhdtvt19btt và dhdktd19c đã cùng chia sẻ giải ba tại giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 19 năm học 2023-2024.,Thong_Tin_Trung_Tam,35,hai đội tuyển dhdtvt19btt và dhdktd19c đã cùng chia sẻ giải ba tại giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 19 năm học 2023 2024
3416,giải bóng đá nam tân sinh viên đại học khóa 18 năm học 2022-2023 của đại học công nghiệp thành phố hồ chí minh thu hút 44 đội tham gia và kết thúc thành công vào ngày 24/12/2022 sau 1 tháng thi đấu.,Thong_Tin_Trung_Tam,46,giải bóng đá nam tân sinh viên đại học khóa 18 năm học 2022 2023 của đại học công nghiệp thành phố hồ chí minh thu hút 44 đội tham gia và kết thúc thành công vào ngày 24 12 2022 sau 1 tháng thi đấu
3417,danh hiệu vua phá lưới giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 18 năm học 2022-2023 đã được trao cho cầu thủ thạch tuấn trường của đội đại học cơ khí 18c.,Thong_Tin_Trung_Tam,43,danh hiệu vua phá lưới giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 18 năm học 2022 2023 đã được trao cho cầu thủ thạch tuấn trường của đội đại học cơ khí 18c
3418,sinh viên nguyễn tiến đạt của đội tuyển đại học cơ khí 18b đạt danh hiệu thủ môn xuất sắc nhất tại giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 18.,Thong_Tin_Trung_Tam,40,sinh viên nguyễn tiến đạt của đội tuyển đại học cơ khí 18b đạt danh hiệu thủ môn xuất sắc nhất tại giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 18
3419,đội tuyển đại học cntt 18d.tt đã vinh dự nhận được giải phong cách tại giải bóng đá nam tân sinh viên đại học khóa 18 của iuh.,Thong_Tin_Trung_Tam,29,đội tuyển đại học cntt 18d tt đã vinh dự nhận được giải phong cách tại giải bóng đá nam tân sinh viên đại học khóa 18 của iuh
3420,"kết quả chung cuộc giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 18: đại học cơ khí 18c đạt giải nhất, đại học ktxd 18a đạt giải nhì và đại học cơ khí 18b đạt giải ba.",Thong_Tin_Trung_Tam,46,kết quả chung cuộc giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 18 đại học cơ khí 18c đạt giải nhất đại học ktxd 18a đạt giải nhì và đại học cơ khí 18b đạt giải ba
3421,"giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 18 năm 2022-2023 nhận được sự tài trợ, hỗ trợ từ hệ thống trà sữa miu tea và sân tiến trường tại quận 12.",Thong_Tin_Trung_Tam,42,giải bóng đá nam tân sinh viên đại học công nghiệp thành phố hồ chí minh khóa 18 năm 2022 2023 nhận được sự tài trợ hỗ trợ từ hệ thống trà sữa miu tea và sân tiến trường tại quận 12
3422,trận chung kết và tranh hạng 3-4 của giải bóng đá nữ sinh viên đại học công nghiệp thành phố hồ chí minh cup miu tea lần i năm học 2022-2023 diễn ra vào chiều tối ngày 16/12/2022.,Thong_Tin_Trung_Tam,42,trận chung kết và tranh hạng 3 4 của giải bóng đá nữ sinh viên đại học công nghiệp thành phố hồ chí minh cup miu tea lần i năm học 2022 2023 diễn ra vào chiều tối ngày 16 12 2022
3423,"tại trận chung kết bóng đá nữ đại học công nghiệp thành phố hồ chí minh cup miu tea lần i, đội khoa ngoại ngữ đã giành chiến thắng 3-1 trước khoa kế toán kiểm toán để trở thành nhà vô địch đầu tiên.",Thong_Tin_Trung_Tam,45,tại trận chung kết bóng đá nữ đại học công nghiệp thành phố hồ chí minh cup miu tea lần i đội khoa ngoại ngữ đã giành chiến thắng 3 1 trước khoa kế toán kiểm toán để trở thành nhà vô địch đầu tiên
3424,"trong trận tranh hạng ba giải bóng đá nữ đại học công nghiệp thành phố hồ chí minh cup miu tea lần i, đội khoa quản trị kinh doanh đã lội ngược dòng thắng viện môi trường với tỉ số 2-1.",Thong_Tin_Trung_Tam,42,trong trận tranh hạng ba giải bóng đá nữ đại học công nghiệp thành phố hồ chí minh cup miu tea lần i đội khoa quản trị kinh doanh đã lội ngược dòng thắng viện môi trường với tỉ số 2 1
3425,đội bóng đá nữ viện môi trường xếp vị trí thứ 4 chung cuộc và nhận giải phong cách tại giải đấu bóng đá nữ sinh viên đại học công nghiệp thành phố hồ chí minh cup miu tea lần i.,Thong_Tin_Trung_Tam,41,đội bóng đá nữ viện môi trường xếp vị trí thứ 4 chung cuộc và nhận giải phong cách tại giải đấu bóng đá nữ sinh viên đại học công nghiệp thành phố hồ chí minh cup miu tea lần i
3426,danh hiệu vua phá lưới giải bóng đá nữ sinh viên đại học công nghiệp thành phố hồ chí minh cup miu tea lần i thuộc về nữ cầu thủ nguyễn thị thanh huyền của khoa ngoại ngữ.,Thong_Tin_Trung_Tam,38,danh hiệu vua phá lưới giải bóng đá nữ sinh viên đại học công nghiệp thành phố hồ chí minh cup miu tea lần i thuộc về nữ cầu thủ nguyễn thị thanh huyền của khoa ngoại ngữ
3427,sinh viên võ thị mỹ huyền thuộc khoa kế toán kiểm toán đã xuất sắc giành giải thủ môn xuất sắc nhất tại giải bóng đá nữ đại học công nghiệp thành phố hồ chí minh cup miu tea lần i.,Thong_Tin_Trung_Tam,41,sinh viên võ thị mỹ huyền thuộc khoa kế toán kiểm toán đã xuất sắc giành giải thủ môn xuất sắc nhất tại giải bóng đá nữ đại học công nghiệp thành phố hồ chí minh cup miu tea lần i
