STT,Text,Labels
361,"Nếu có vướng mắc về kết quả đăng ký, em liên hệ ai và thủ tục thế nào?",Quy_Che_Quy_Dinh
362,"Học phần mở rộng là gì, và nếu em muốn học thì nộp đơn ở đâu, kết quả bảo lưu bao lâu?",Quy_Che_Quy_Dinh
363,"Học phí cho học phần mở rộng có được miễn giảm không, và nó có tính vào điểm trung bình không?",Quy_Che_Quy_Dinh
364,"Em có thể rút bớt học phần đã đăng ký khi nào, và nếu sau khi mở lớp thì sao?",Quy_Che_Quy_Dinh
365,"Nếu không đóng học phí đúng hạn, hệ thống sẽ làm gì với đăng ký của em?",Quy_Che_Quy_Dinh
366,"Đăng ký và đóng phí nhưng không học thì coi như gì, và điểm là bao nhiêu?",Quy_Che_Quy_Dinh
367,"Với học phần bắt buộc điểm F, em phải đăng ký học lại thế nào và theo dõi kế hoạch ra sao?",Quy_Che_Quy_Dinh
368,"Học phần tự chọn F, em có thể đổi sang học phần khác trong nhóm không?",Quy_Che_Quy_Dinh
369,"Em đăng ký tự chọn nhiều hơn quy định, thì tính điểm tích lũy như thế nào?",Quy_Che_Quy_Dinh
370,"Em có quyền cải thiện điểm cho học phần đạt D+ không, và sau đăng ký đóng phí có rút được không?",Quy_Che_Quy_Dinh
371,"Nếu em nghỉ học có phép vượt 20% tiết, ai quyết định em được thi cuối kỳ?",Quy_Che_Quy_Dinh
372,"Em vắng thi cuối kỳ vì lý do chính đáng, thủ tục xin thi bổ sung là gì và thời hạn nộp đơn?",Quy_Che_Quy_Dinh
373,"Nếu được chấp thuận thi bổ sung, ĐVĐT tổ chức trong bao lâu, và không tham gia thì sao?",Quy_Che_Quy_Dinh
374,Các trường hợp đặc biệt về vắng thi có phép do ai xem xét?,Quy_Che_Quy_Dinh
375,"Em muốn nghỉ tạm vì tham gia lực lượng vũ trang, có được bảo lưu kết quả không?",Quy_Che_Quy_Dinh
376,"Với lý do cá nhân, điều kiện để nghỉ tạm là gì, và thời gian tối đa mỗi lần?",Quy_Che_Quy_Dinh
377,Học phí học kỳ nghỉ tạm xử lý thế nào nếu sau 30 ngày kỳ bắt đầu?,Quy_Che_Quy_Dinh
378,"Em có thể xin thôi học vì lý do cá nhân khi nào, và muốn quay lại thì sao?",Quy_Che_Quy_Dinh
379,"Cảnh báo học tập dựa trên những trường hợp nào, và mục đích là gì?",Quy_Che_Quy_Dinh
380,"Sau mỗi học kỳ chính, buộc thôi học nếu bị cảnh báo bao nhiêu lần liên tiếp?",Quy_Che_Quy_Dinh
381,"Nếu em bỏ học 2 học kỳ chính, trường sẽ ra quyết định gì?",Quy_Che_Quy_Dinh
382,"Sau quyết định buộc thôi, thông báo gửi địa phương trong bao lâu?",Quy_Che_Quy_Dinh
383,"Để chuyển trường, em cần đủ điều kiện gì, và trường đến phải đồng ý ra sao?",Quy_Che_Quy_Dinh
384,"Chuyển ngành cá nhân được xin từ khi nào, và chỉ được bao nhiêu lần?",Quy_Che_Quy_Dinh
385,"Từ CTĐT chuẩn sang tăng cường tiếng Anh, em xin từ học kỳ nào?",Quy_Che_Quy_Dinh
386,Sinh viên chương trình 1+3 chuyển về trụ sở chính sau năm nào?,Quy_Che_Quy_Dinh
387,"Sau nghỉ tạm theo Điều 10, em muốn tiếp tục học thì nộp đơn khi nào?",Quy_Che_Quy_Dinh
388,Gia hạn thời gian học vì nghĩa vụ quân sự tối đa bao năm?,Quy_Che_Quy_Dinh
389,"Để học song ngành, em đăng ký từ năm nào của chương trình thứ nhất?",Quy_Che_Quy_Dinh
390,"Nếu ĐTBHLTL chương trình 1 dưới 2.00, em phải làm gì với chương trình 2?",Quy_Che_Quy_Dinh
391,Thời gian max học song ngành tính theo chương trình nào?,Quy_Che_Quy_Dinh
392,"Điểm thành phần học phần lý thuyết gồm những gì, và công thức tính tổng kết?",Quy_Che_Quy_Dinh
393,"Với học phần thực hành 3 tín chỉ, cần bao nhiêu cột điểm?",Quy_Che_Quy_Dinh
394,"Học phần tích hợp, nếu điểm thực hành dưới 3.0 thì sao?",Quy_Che_Quy_Dinh
395,Quy tắc làm tròn điểm kiểm tra thường kỳ là gì?,Quy_Che_Quy_Dinh
396,Điểm cho thực tập doanh nghiệp đạt từ bao nhiêu?,Quy_Che_Quy_Dinh
397,Quy đổi điểm 7.5 thang 10 thành chữ và thang 4 là gì?,Quy_Che_Quy_Dinh
398,"Thi giữa kỳ tổ chức bao lần, và bỏ thi thì hậu quả gì?",Quy_Che_Quy_Dinh
399,"Thi cuối kỳ có hình thức nào, và vắng không lý do thì điểm bao nhiêu?",Quy_Che_Quy_Dinh
400,Không được dự thi cuối nếu thiếu trên 50% kiểm tra thực hành phải không?,Quy_Che_Quy_Dinh
401,"Trong dịch bệnh, ai đề xuất phương án thi?",Quy_Che_Quy_Dinh
402,"ĐTBCHK tính thế nào, và dùng để làm gì?",Quy_Che_Quy_Dinh
403,Xếp loại học lực 3.0 thang 4 là gì?,Quy_Che_Quy_Dinh
404,"Để tốt nghiệp, em cần tích lũy đủ gì và ĐTB ≥ bao nhiêu?",Quy_Che_Quy_Dinh
405,Chuẩn đầu ra ngoại ngữ cho chương trình chuẩn là bậc mấy?,Quy_Che_Quy_Dinh
406,"Miễn thể chất nếu em là vận động viên quốc gia, chứng nhận hiệu lực bao năm?",Quy_Che_Quy_Dinh
407,"Nếu hết thời gian max nhưng thiếu chứng chỉ ngoại, em có 3 năm hoàn thiện không?",Quy_Che_Quy_Dinh
408,Phụ lục văn bằng ghi những thông tin gì?,Quy_Che_Quy_Dinh
409,Hạng tốt nghiệp giảm nếu học lại vượt 5% tổng tín chỉ phải không?,Quy_Che_Quy_Dinh
410,Khen thưởng tốt nghiệp cho ai đạt Giỏi trở lên và đúng hạn?,Quy_Che_Quy_Dinh
411,"Nếu em gian lận thi, xử lý theo quy định nào?",Quy_Che_Quy_Dinh
412,Thi hộ lần 2 bị buộc thôi học phải không?,Quy_Che_Quy_Dinh
413,Sử dụng chứng chỉ giả để xét tốt nghiệp thì hậu quả gì?,Quy_Che_Quy_Dinh
414,"Em muốn biết thêm về khối lượng học tập, nếu học kỳ cuối thì có áp dụng quy định tối thiểu 12 tín chỉ không?",Quy_Che_Quy_Dinh
415,"Trong đăng ký học phần, em có thể chọn học cải thiện điểm cho bao nhiêu học phần cùng lúc?",Quy_Che_Quy_Dinh
416,"Nếu em đăng ký học phần mới kết hợp học lại, tổng tín chỉ có vượt 30 không được phép?",Quy_Che_Quy_Dinh
417,Quy định học bổng khuyến khích có yêu cầu về số tín chỉ tối thiểu riêng cho học kỳ hè không?,Quy_Che_Quy_Dinh
418,"ĐVĐT áp cứng đăng ký bắt buộc, nhưng nếu em muốn thay đổi thời khóa biểu thì sao?",Quy_Che_Quy_Dinh
419,Kết quả đăng ký học phần trên website gồm những thông tin chi tiết nào ngoài tên và mã?,Quy_Che_Quy_Dinh
420,"Việc đảm bảo ràng buộc tiên quyết khi đăng ký, nếu vi phạm thì hệ thống có tự động từ chối không?",Quy_Che_Quy_Dinh
421,"Nếu vướng mắc không phải thẩm quyền ĐVĐT, Phòng Đào tạo sẽ hỗ trợ trong bao lâu?",Quy_Che_Quy_Dinh
422,"Học phần mở rộng, nếu kết quả không đạt thì có cấp chứng nhận không, và bảo lưu thế nào?",Quy_Che_Quy_Dinh
423,"Em học phần mở rộng để bổ sung kiến thức, nhưng nó có ảnh hưởng đến thời gian tốt nghiệp không?",Quy_Che_Quy_Dinh
424,Thời điểm rút bớt học phần trước khóa lớp là khi nào cụ thể trong lịch trường?,Quy_Che_Quy_Dinh
425,"Nếu phần mềm hủy đăng ký vì không đóng phí, em có thể đăng ký lại ngay không?",Quy_Che_Quy_Dinh
426,Điểm F cho học phần bỏ học sau đóng phí có tính vào ĐTBHL không?,Quy_Che_Quy_Dinh
427,"Sau triển khai dạy, em có lý do đặc biệt có thể xin rút học phần không?",Quy_Che_Quy_Dinh
428,"Với học phần bắt buộc F, nếu trường không mở lớp kỳ sau thì em phải chờ bao lâu?",Quy_Che_Quy_Dinh
429,"Đổi học phần tự chọn F sang khác, có phải cùng số tín chỉ không?",Quy_Che_Quy_Dinh
430,"Nếu đăng ký nhiều tự chọn, trường lấy điểm cao nhất tự động hay em phải chỉ định?",Quy_Che_Quy_Dinh
431,"Cải thiện điểm cho học phần đạt C, em có thể làm bao lần?",Quy_Che_Quy_Dinh
432,"Sau đóng phí, nếu em hủy tự chọn thì phí có hoàn lại không?",Quy_Che_Quy_Dinh
433,"Nghỉ học có phép, nếu dưới 20% tiết thì em vẫn thi cuối kỳ bình thường phải không?",Quy_Che_Quy_Dinh
434,"Đơn xin vắng thi cuối kỳ cần minh chứng gì, và nộp cho ĐVĐT nào?",Quy_Che_Quy_Dinh
435,"Thi bổ sung trong 30 ngày, nếu em bận thì có thể xin dời không?",Quy_Che_Quy_Dinh
436,"Trường hợp đặc biệt vắng thi như tai nạn, Ban Giám hiệu quyết định thế nào?",Quy_Che_Quy_Dinh
437,"Nghỉ tạm vì đại diện quốc gia thi đấu, thủ tục bảo lưu kết quả ra sao?",Quy_Che_Quy_Dinh
438,"Với lý do cá nhân, ĐTBHLTL dưới 2.00 có xin nghỉ tạm được không?",Quy_Che_Quy_Dinh
439,"Nghỉ tạm học kỳ hè có được không, và tại sao chỉ áp dụng kỳ chính?",Quy_Che_Quy_Dinh
440,"Học phí bảo lưu nếu xin nghỉ trước 30 ngày, dùng cho kỳ sau thế nào?",Quy_Che_Quy_Dinh
441,"Nghỉ tạm quá 2 lần toàn khóa, em có thể xin ngoại lệ không?",Quy_Che_Quy_Dinh
442,Xin thôi học đang xem xét kỷ luật có được chấp thuận không?,Quy_Che_Quy_Dinh
443,"Quay lại sau thôi học, có công nhận tín chỉ cũ không nếu tuyển mới?",Quy_Che_Quy_Dinh
444,"Cảnh báo nếu tổng tín chỉ nợ vượt 24, tính từ đầu khóa phải không?",Quy_Che_Quy_Dinh
445,"ĐTBHL dưới 1.00 các kỳ sau dẫn đến cảnh báo, cách cải thiện thế nào?",Quy_Che_Quy_Dinh
446,"Buộc thôi nếu hết thời gian max, em có thể xin gia hạn trước không?",Quy_Che_Quy_Dinh
447,"Nghỉ tạm quá hạn cho liên thông là 1 kỳ chính, nghĩa là gì?",Quy_Che_Quy_Dinh
448,"Thông báo buộc thôi gửi địa phương, em có thể khiếu nại không?",Quy_Che_Quy_Dinh
449,"Chuyển trường, nếu trường đến vượt năng lực thì từ chối phải không?",Quy_Che_Quy_Dinh
450,"Chuyển ngành, điểm đầu vào phải cao hơn hay bằng ngành mới?",Quy_Che_Quy_Dinh
451,Chuyển ngành tập thể (tách chuyên ngành) do ai đề xuất?,Quy_Che_Quy_Dinh
452,Chuyển từ tăng cường tiếng Anh sang đại trà có được không?,Quy_Che_Quy_Dinh
453,"Chuyển từ chính quy sang từ xa, cần còn đủ thời gian hình thức mới?",Quy_Che_Quy_Dinh
454,"Chuyển cơ sở khác chương trình 2+2, hiệu trưởng quyết định thế nào?",Quy_Che_Quy_Dinh
455,"Sau đình chỉ kỷ luật, tiếp tục học nếu còn thời gian theo Điều 2?",Quy_Che_Quy_Dinh
456,"Nộp đơn tiếp tục học trước kỳ mới 1 tháng, nếu trễ thì sao?",Quy_Che_Quy_Dinh
457,Thời gian học trường khác trước chuyển IUH tính vào tổng đào tạo?,Quy_Che_Quy_Dinh
458,"Gia hạn đặc biệt không vượt gấp đôi chính khóa, ví dụ cho 4 năm là bao?",Quy_Che_Quy_Dinh
459,"Học song ngành để cấp hai bằng, em cần khả năng gì ngoài điều kiện?",Quy_Che_Quy_Dinh
460,Đăng ký chương trình 2 nếu ĐTBHLTL 2.30 và trúng tuyển năm đó?,Quy_Che_Quy_Dinh
461,"Dừng chương trình 2 nếu cảnh báo, có hoàn phí học phần đã đăng ký?",Quy_Che_Quy_Dinh
462,Công nhận học phần tương đương khi học chương trình 2 thế nào?,Quy_Che_Quy_Dinh
463,Xét tốt nghiệp chương trình 2 mà chưa đủ chương trình 1 có được không?,Quy_Che_Quy_Dinh
464,Điểm kiểm tra thường kỳ cho học phần 2 tín chỉ cần bao cột điểm?,Quy_Che_Quy_Dinh
465,"Nếu ĐKTHP 2.5, điểm tổng kết lý thuyết bằng gì?",Quy_Che_Quy_Dinh
466,"Học phần thực hành, sinh viên cùng lớp có số cột điểm khác được không?",Quy_Che_Quy_Dinh
467,"Công thức tổng kết tích hợp nếu jlt=2, jth=1, ĐLT=7, ĐTH=4?",Quy_Che_Quy_Dinh
468,Làm tròn điểm thi 8.3 theo nguyên tắc là bao nhiêu?,Quy_Che_Quy_Dinh
469,Quy định chi tiết cho khóa luận tốt nghiệp ở đâu?,Quy_Che_Quy_Dinh
470,Điểm 5.7 thang 10 chuyển thành chữ C và thang 2.0 phải không?,Quy_Che_Quy_Dinh
471,Học phần quốc phòng đạt P nghĩa là gì?,Quy_Che_Quy_Dinh
472,"Điểm X do chưa đủ dữ liệu, em cần làm gì để hoàn thiện?",Quy_Che_Quy_Dinh
473,Nhiều điểm D ảnh hưởng tốt nghiệp thế nào cụ thể?,Quy_Che_Quy_Dinh
474,"Thi giữa kỳ đặc biệt, Trưởng ĐVĐT quyết định trường hợp nào?",Quy_Che_Quy_Dinh
475,"Thi cuối kỳ trực tuyến, quy định tổ chức như thi tập trung?",Quy_Che_Quy_Dinh
476,Giảng viên công bố danh sách không dự thi cuối trước bao lâu?,Quy_Che_Quy_Dinh
477,"Trong thiên tai, phương án thi do Phòng Đào tạo trình ai?",Quy_Che_Quy_Dinh
478,Phúc khảo điểm cuối theo quy chế quản lý thi trường?,Quy_Che_Quy_Dinh
479,ĐTBCHK cho kỳ k tính trung bình có trọng số đăng ký phải không?,Quy_Che_Quy_Dinh
480,ĐTBCTL chèn 0 cho học phần không đạt khi tính?,Quy_Che_Quy_Dinh
481,Xếp loại Giỏi thang 4 từ bao nhiêu đến bao nhiêu?,Quy_Che_Quy_Dinh
482,"ĐTB năm học dùng xếp hạng học lực, toàn khóa xét tốt nghiệp?",Quy_Che_Quy_Dinh
483,Điều kiện tốt nghiệp không bị kỷ luật đình chỉ tại thời điểm xét?,Quy_Che_Quy_Dinh
484,Chuẩn tin học cơ bản trừ ngành nào?,Quy_Che_Quy_Dinh
485,Chứng chỉ IELTS 5.5 tương đương bậc mấy cho chương trình chuẩn?,Quy_Che_Quy_Dinh
486,"Miễn quốc phòng nếu có chứng chỉ ngoài IUH, cần xác minh hợp lệ?",Quy_Che_Quy_Dinh
487,"Đi thực tập nước ngoài 4 tháng, có miễn tiếng Anh cho ngành Kinh tế không?",Quy_Che_Quy_Dinh
488,Chứng chỉ tiếng Nhật JLPT N4 cho ngành Anh là ngoại 2 bậc mấy?,Quy_Che_Quy_Dinh
489,"Xin xét tốt nghiệp quá hạn sau 3 năm hết max, nộp cho ai?",Quy_Che_Quy_Dinh
490,"Không đủ tốt nghiệp nhưng hoàn thành CTĐT, cấp giấy xác nhận gì?",Quy_Che_Quy_Dinh
491,Văn bằng nhận trong 30 ngày từ quyết định công nhận?,Quy_Che_Quy_Dinh
492,"Hạng tốt nghiệp giảm nếu kỷ luật cảnh cáo, xuống mức nào?",Quy_Che_Quy_Dinh
493,Thủ khoa khối ngành vinh danh ở lễ nào?,Quy_Che_Quy_Dinh
494,"Tốt nghiệp đúng hạn theo Bảng 1, hạng Khá có khen thưởng không?",Quy_Che_Quy_Dinh
495,Xử lý gian lận kiểm tra theo Bộ GDĐT và trường cụ thể ra sao?,Quy_Che_Quy_Dinh
496,"Nhờ thi hộ lần 1, đình chỉ học tập bao lâu?",Quy_Che_Quy_Dinh
497,"Văn bằng cấp dựa chứng chỉ giả bị thu hồi, chịu pháp luật gì?",Quy_Che_Quy_Dinh
498,Vi phạm nội quy sinh viên xử lý theo quy định công tác sinh viên?,Quy_Che_Quy_Dinh
499,"Về việc xét, cấp học bổng cho sinh viên đại học chính quy, học viên đang học tập, nghiên cứu tại Trường Đại học Công nghiệp Thành phố Hồ Chí Minh",Quy_Che_Quy_Dinh
500,"Điều 5. Điều kiện xét, cấp học bổng Khuyến khích học tập bậc đại học chính quy",Quy_Che_Quy_Dinh
501,"Sinh viên được xét, cấp học bổng Khuyến khích học tập trong một học kỳ phải đáp ứng các điều kiện sau:",Quy_Che_Quy_Dinh
502,1. Đang trong thời gian học tập chính thức của khóa học.,Quy_Che_Quy_Dinh
503,"2. Học kỳ xét, cấp học bổng không bao gồm học kỳ đầu và cuối của khóa học.",Quy_Che_Quy_Dinh
504,3. Kết quả học tập (theo thang điểm 4) đạt từ loại khá trở lên; kết quả rèn luyện đạt từ loại khá trở lên.,Quy_Che_Quy_Dinh
505,"4. Không có môn bị điểm F trong học kỳ (kể cả các học phần Giáo dục thể chất, Giáo dục quốc phòng, tiếng Anh).",Quy_Che_Quy_Dinh
506,"5. Số tín chỉ sinh viên tích lũy trong học kỳ xét, cấp học bổng tối thiểu là 15 tín chỉ (không tính các học phần Giáo dục thể chất, Giáo dục quốc phòng, tiếng Anh). Trường hợp sinh viên không đăng ký đủ 15 tín chỉ thì Nhà trường căn cứ vào số tín chỉ trong niên giám của học kỳ đó để xét, cấp học bổng.",Quy_Che_Quy_Dinh
507,"6. Không bị kỷ luật trong học kỳ xét, cấp học bổng.",Quy_Che_Quy_Dinh
508,"Điều 6. Nguyên tắc xét, cấp học bổng Khuyến khích học tập bậc đại học chính quy",Quy_Che_Quy_Dinh
509,"1. Điểm xét cấp học bổng Khuyến khích học tập được xác định dựa trên điểm trung bình chung học kỳ (ĐTBCHK) của các học phần mà sinh viên đã học trong học kỳ xét cấp học bổng. Trường hợp số lượng sinh viên đạt điều kiện nhiều hơn số suất học bổng được phân bổ, việc xét cấp học bổng được thực hiện theo thứ tự ĐTBCHK từ cao xuống thấp, cho đến khi phân bổ hết số suất học bổng đã được xác định.",Quy_Che_Quy_Dinh
510,a) Trường hợp nhiều sinh viên có cùng ĐTBCHK thì sinh viên có điểm rèn luyện cao hơn sẽ được ưu tiên xét.,Quy_Che_Quy_Dinh
511,b) Trường hợp nhiều sinh viên có cùng ĐTBCHK và cùng điểm rèn luyện thì sinh viên có tổng số tín chỉ tích lũy nhiều hơn trong học kỳ xét cấp học bổng sẽ được ưu tiên xét.,Quy_Che_Quy_Dinh
512,"2. Sinh viên phải đăng ký đầy đủ và đúng các học phần tự chọn cùng nhóm theo quy định của chương trình đào tạo, nhằm đảm bảo đủ số lượng tín chỉ tối thiểu để được xem xét cấp học bổng.",Quy_Che_Quy_Dinh
513,3. Thông tin sinh viên được cấp học bổng Khuyến khích học tập của mỗi học kỳ được công bố trong học kỳ chính thức tiếp theo của năm học.,Quy_Che_Quy_Dinh
514,Điều 7. Mức học bổng Khuyến khích học tập bậc đại học chính quy,Quy_Che_Quy_Dinh
515,"Điều kiện được xét, cấp học bổng, Tỷ lệ học bổng (so với học phí bình quân của mỗi học kỳ)",Quy_Che_Quy_Dinh
516,"Mức học bổng loại A (học bổng loại xuất sắc), Điều kiện: Sinh viên có kết quả học tập và rèn luyện loại xuất sắc., Tỷ lệ: 120%",Quy_Che_Quy_Dinh
517,"Mức học bổng loại B (học bổng loại giỏi), Điều kiện: Sinh viên có kết quả học tập từ loại giỏi trở lên và kết quả rèn luyện từ loại tốt trở lên., Tỷ lệ: 110%",Quy_Che_Quy_Dinh
518,"Mức học bổng loại C (học bổng loại khá), Điều kiện: Sinh viên có kết quả học tập và rèn luyện từ loại khá trở lên., Tỷ lệ: 100%",Quy_Che_Quy_Dinh
519,Ghi chú: Tỷ lệ học bổng tính so với học phí bình quân của mỗi học kỳ (áp dụng cho các học phần đăng ký học lần đầu thuộc chương trình đào tạo của ngành).,Quy_Che_Quy_Dinh
520,"Điều 11. Điều kiện xét, cấp học bổng Tuyển sinh",Quy_Che_Quy_Dinh
521,1. Sinh viên mới trúng tuyển nhập học vào Trường đáp ứng một trong các điều kiện sau:,Quy_Che_Quy_Dinh
522,a) Đạt giải trong các kỳ thi học sinh giỏi cấp Tỉnh/Thành phố trở lên; đạt giải Khoa học kỹ thuật cấp Tỉnh/Thành phố trở lên trong thời gian học tập tại các trường THPT và có môn thi phù hợp với ngành xét tuyển; tốt nghiệp các trường THPT chuyên và có hạnh kiểm tốt (danh sách các trường THPT chuyên theo quy định hiện hành của Bộ Giáo dục và Đào tạo).,Quy_Che_Quy_Dinh
523,"b) Là con của giáo viên các trường THPT có ký kết hợp tác với Trường; là con của cán bộ công chức, viên chức của Sở Giáo dục và Đào tạo (GD&ĐT) các Tỉnh/Thành phố; là con của cán bộ viên chức, người lao động của Trường (đã ký hợp đồng làm việc chính thức); sinh viên có anh/chị/em đang cùng học tập tại Trường trong thời gian học tập chính khóa.",Quy_Che_Quy_Dinh
524,c) Các ngành có tỷ lệ sinh viên nữ dưới 2% tính tại thời điểm trúng tuyển nhập học.,Quy_Che_Quy_Dinh
525,"d) Sinh viên đang học lớp cử nhân, kỹ sư tài năng.",Quy_Che_Quy_Dinh
526,2. Sinh viên có điểm xét tuyển đầu vào cao nhất của ngành hoặc nhóm ngành.,Quy_Che_Quy_Dinh
527,"3. Sinh viên đang theo học các chương trình liên kết quốc tế, học viên hệ đào tạo trình độ thạc sĩ, tiến sĩ thuộc Trường đáp ứng các điều kiện theo quy định riêng.",Quy_Che_Quy_Dinh
528,Điều 12. Mức học bổng Tuyển sinh,Quy_Che_Quy_Dinh
529,"Căn cứ vào Quỹ hỗ trợ sinh viên và số lượng sinh viên được nhận học bổng Tuyển sinh hằng năm, Nhà trường sẽ thông báo mức học bổng cho từng đối tượng được xét, cấp học bổng. Học bổng này được xét, cấp theo hình thức miễn giảm học phí cho từng học kỳ theo quy định. Việc miễn giảm học phí chỉ áp dụng đối với các học phần sinh viên đăng ký học lần đầu và thuộc chương trình đào tạo của ngành học mà sinh viên đang theo học.",Quy_Che_Quy_Dinh
530,Điều 13. Điều kiện duy trì học bổng Tuyển sinh,Quy_Che_Quy_Dinh
531,"Sinh viên mới trúng tuyển nhập học tại Trường: đạt giải trong các kỳ thi học sinh giỏi cấp Tỉnh/Thành phố trở lên hoặc đạt giải Khoa học kỹ thuật cấp Tỉnh/Thành phố trở lên, trong thời gian học tập tại các trường THPT, có môn thi phù hợp với ngành xét tuyển; tốt nghiệp các trường THPT chuyên và có hạnh kiểm tốt., Điều kiện: Có kết quả học tập đạt từ loại giỏi trở lên và kết quả rèn luyện từ loại khá trở lên.",Quy_Che_Quy_Dinh
532,"Sinh viên là con của giáo viên các trường THPT có ký kết hợp tác với Trường; là con của cán bộ công chức, viên chức của Sở GD&ĐT các Tỉnh/Thành phố; là con của cán bộ viên chức, người lao động của Trường (đã ký hợp đồng làm việc chính thức); sinh viên có anh/chị/em đang cùng học tập tại Trường trong thời gian học tập chính khóa., Điều kiện: Có kết quả học tập và rèn luyện từ loại khá trở lên.",Quy_Che_Quy_Dinh
533,"Các ngành có tỷ lệ sinh viên nữ dưới 2% tính tại thời điểm trúng tuyển nhập học., Điều kiện: Có kết quả học tập và rèn luyện từ loại khá trở lên.",Quy_Che_Quy_Dinh
534,"Sinh viên thuộc lớp cử nhân, kỹ sư tài năng., Điều kiện: Có kết quả học tập đạt từ loại giỏi trở lên và kết quả rèn luyện từ loại khá trở lên.",Quy_Che_Quy_Dinh
535,"Sinh viên mới trúng tuyển nhập học tại Trường: đạt giải trong các kỳ thi học sinh giỏi cấp Tỉnh/Thành phố trở lên hoặc đạt giải Khoa học kỹ thuật cấp Tỉnh/Thành phố trở lên, trong thời gian học tập tại các trường THPT, có môn thi phù hợp với ngành xét tuyển; tốt nghiệp các trường THPT chuyên và có hạnh kiểm tốt.",Quy_Che_Quy_Dinh
536,"Sinh viên thuộc lớp cử nhân, kỹ sư tài năng.",Quy_Che_Quy_Dinh
537,Có kết quả học tập đạt từ loại giỏi trở lên và kết quả rèn luyện từ loại khá trở lên.,Quy_Che_Quy_Dinh
538,Sinh viên đáp ứng đầy đủ các điều kiện duy trì học bổng sẽ tiếp tục được xét cấp học bổng cho các học kỳ tiếp theo.,Quy_Che_Quy_Dinh
539,"Điều 15. Điều kiện xét, cấp và mức cấp học bổng Ươm mầm",Quy_Che_Quy_Dinh
540,1. Học bổng Ươm mầm dành cho học sinh đang học tập tại các trường THPT có ký kết hợp tác với Trường và đáp ứng các quy định riêng của trường THPT mà học sinh đang theo học.,Quy_Che_Quy_Dinh
541,"2. Tùy thuộc vào Quỹ hỗ trợ sinh viên, Hiệu trưởng phê duyệt mức học bổng cụ thể cho từng trường THPT.",Quy_Che_Quy_Dinh
542,"Điều 16. Quy trình xét, cấp học bổng Ươm mầm",Quy_Che_Quy_Dinh
543,"1. Căn cứ vào danh sách các trường THPT có ký kết hợp tác, Phòng Đào tạo tham mưu cho Ban Giám hiệu số lượng và mức học bổng.",Quy_Che_Quy_Dinh
544,"2. Việc xét, cấp học bổng được thực hiện cùng với kế hoạch tư vấn hướng nghiệp, tuyển sinh hằng năm.",Quy_Che_Quy_Dinh
545,"Điều 17. Điều kiện xét, cấp và mức học bổng Hỗ trợ học tập",Quy_Che_Quy_Dinh
546,"1. Điều kiện xét, cấp và mức học bổng Hỗ trợ học tập hằng năm do Phòng Công tác chính trị và Hỗ trợ sinh viên tham mưu cho Ban Giám hiệu.",Quy_Che_Quy_Dinh
547,"2. Học bổng Hỗ trợ học tập được cấp dưới hình thức miễn, giảm học phí và hỗ trợ chi phí học tập cho người học thuộc Trường.",Quy_Che_Quy_Dinh
548,"Điều 18. Quy trình xét, cấp học bổng Hỗ trợ học tập",Quy_Che_Quy_Dinh
549,"Căn cứ vào Quỹ hỗ trợ sinh viên hằng năm, Phòng Công tác chính trị và Hỗ trợ sinh viên tham mưu cho Ban Giám hiệu việc xét, cấp học bổng Hỗ trợ học tập và thực hiện quy trình xét, cấp học bổng theo quy định hiện hành.",Quy_Che_Quy_Dinh
550,"Điều 19. Điều kiện xét, cấp học bổng Tài trợ",Quy_Che_Quy_Dinh
551,"Học bổng Tài trợ cấp cho người học thuộc Trường do cựu sinh viên, các tổ chức, doanh nghiệp và cá nhân (gọi chung là đơn vị tài trợ) trao tặng theo quy định, điều kiện riêng của đơn vị tài trợ (nếu có).",Quy_Che_Quy_Dinh
552,"Điều 20. Mức học bổng, tiêu chuẩn xét, cấp học bổng Tài trợ",Quy_Che_Quy_Dinh
553,"1. Mức học bổng, tiêu chuẩn, số lượng xét, cấp học bổng Tài trợ thực hiện theo thỏa thuận giữa đơn vị tài trợ với Nhà trường hoặc theo những tiêu chí của đơn vị tài trợ đặt ra.",Quy_Che_Quy_Dinh
554,"2. Trong trường hợp đơn vị tài trợ muốn trao trực tiếp cho người học thì điều kiện, số lượng, mức học bổng và thời gian trao học bổng sẽ thực hiện theo yêu cầu của đơn vị tài trợ. Việc trao học bổng phải tuân thủ các quy định pháp luật hiện hành.",Quy_Che_Quy_Dinh
555,"Điều 21. Quy trình tiếp nhận và xét, cấp học bổng Tài trợ",Quy_Che_Quy_Dinh
556,"1. Phòng Công tác chính trị và Hỗ trợ sinh viên, các đơn vị đào tạo và các đơn vị có liên quan là đầu mối tiếp nhận thông tin tài trợ từ cựu sinh viên, tổ chức, doanh nghiệp, cá nhân và các yêu cầu khác của đơn vị tài trợ (nếu có), sau đó chuyển số tiền tài trợ vào Quỹ hỗ trợ sinh viên theo quy định.",Quy_Che_Quy_Dinh
557,"2. Phòng Công tác chính trị và Hỗ trợ sinh viên, các đơn vị đào tạo và các đơn vị có liên quan phối hợp với Phòng Đào tạo, Phòng Tài chính - Kế toán trong việc lập danh sách sinh viên đủ điều kiện nhận học bổng theo quy định tại Điều 19, Điều 20 Quy định này và trình Hiệu trưởng xem xét, phê duyệt.",Quy_Che_Quy_Dinh
