STT,Thông tin,Label
207,IUH ký kết hợp tác toàn diện cùng  Liên hiệp Hợp tác xã Thương mại Thành phố Hồ Chí Minh (Sài Gòn CO.OP),Tin tức
208,Lộ diện chủ nhân các giải thưởng cuộc thi “Đổi mới sáng tạo Khởi nghiệp lần 2 năm 2022” tại IUH,Tin tức
209,Hội Nghị Khoa Học và công nghệ thực phẩm toàn quốc 2023 - Trường Đại học Công nghiệp Tp.HCM (IUH),Tin tức
210,Lễ Công bố Quyết định bổ nhiệm viên chức Quản lý,Tin tức
211,10 sự kiện và thành tựu tiêu biểu năm 2022 của IUH,Tin tức
212,Bế mạc khảo sát chính thức kiểm định chất lượng cơ sở giáo dục Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức
213,Khảo sát chính thức kiểm định chất lượng giáo dục chu kỳ 2 tại Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức
214,Sinh viên Khoa Công nghệ Điện xuất sắc giành được giải Á Quân và Quý Quân chung cuộc cuộc thi “Ứng dụng phần mềm SCADA GENESIS64 vào việc số hóa nhà máy”,Tin tức
215,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh tổ chức khảo sát sơ bộ kiểm định chất lượng cơ sở giáo dục chu kỳ 2,Tin tức
216,Mùa hái quả ngọt tại Trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức
217,Hội nghị Quốc tế về Công nghệ tiên tiến trong NN&TP vì sự phát triển bền vững 2022 (FAATSD 2022),Tin tức
218,Hơn 800 nhà khoa học tham dự hội nghị quốc tế về công nghệ tiên tiến và phát triển bền vững,Tin tức
219,Khai mạc Hội nghị Khoa học Quốc tế lần thứ 2 năm 2022,Tin tức
220,Hội nghị tổng kết hoạt động Công đoàn Trường Đại học Công nghiệp Thành phố Hồ Chí Minh năm học 2021 - 2022,Tin tức
221,Trường Đại học Công nghiệp Thành phố Hồ Chí Minh hoàn tất công tác chuẩn bị cho Hội nghị Khoa học Quốc tế lần 2,Tin tức
222,Chuỗi hoạt động chào mừng kỷ niệm 40 năm ngày Nhà giáo Việt Nam tại trường Đại học Công nghiệp Thành phố Hồ Chí Minh,Tin tức
223,Thư chúc mừng nhân kỷ niệm 40 năm ngày Nhà giáo Việt Nam của Bộ trưởng Bộ Công Thương,Tin tức
224,IUH tham gia tổ chức Lập trình Sinh viên Quốc tế ICPC vòng Quốc gia 2022,Tin tức
225,“Diễn đàn thông tin về Giáo dục Đại học và Cơ hội nhận được học bổng tại Hungary” tại IUH,Tin tức
226,Những thay đổi trong tuyển sinh cao học 2022,Tin tức
227,Đại hội hội viên Hội cựu chiến binh trường Đại học Công nghiệp Thành phố Hồ Chí Minh lần thứ V nhiệm kỳ 2022 - 2027,Tin tức
228,"Lễ vinh danh, khen thưởng các đơn vị, tập thể và các cá nhân có thành tích cao trong công tác NCKHCN năm 2021",Tin tức
229,Hội nghị đối thoại giữa lãnh đạo Nhà trường với sinh viên năm 2022,Tin tức
230,IUH có thêm 04 chương trình đào tạo đạt chuẩn AUN-QA,Tin tức
231,Hội nghị Tổ chức hoạt động tuyên truyền kỷ niệm 87 năm ngày truyền thống dân quân tự vệ Việt Nam (28/03/1935 – 28/03/2022),Tin tức
232,D-Health đoạt giải nhất Cuộc thi INNOGREENLIFE 2021,Tin tức
233,"Lễ Tổng kết Cuộc thi “Đổi mới sáng tạo vì cuộc sống Xanh"" - INNOGREENLIFE2021",Tin tức
234,"IUH tổ chức Lễ khai giảng đào tạo trình độ Tiến sĩ khoá 5, Thạc sĩ khoá 11 và trao bằng tốt nghiệp năm 2021",Tin tức
235,Đảng bộ trường hoàn thành xuất sắc nhiệm vụ năm học 2020 - 2021,Tin tức
236,Cử nhân Ngành kế toán – Kiểm toán IUH lọt TOP 5% các trường đáp ứng các yêu cầu của Hiệp hội kế toán công chứng ÚC,Tin tức
237,IUH mở ngành Dược học,Tin tức
238,Thư chúc mừng Ngày Quốc tế Phụ nữ của Hiệu trưởng IUH,Tin tức
239,"Công nghệ Kỹ thuật Nhiệt - Ngành chưa bao giờ hết ""HOT""",Tin tức
240,IUH đạt Giải Ba cuộc thi Dự án kỹ thuật phục vụ cộng đồng (EPICS),Tin tức
241,Hội thảo khoa học lần 3: Sinh viên với xu hướng phát triển ngành kỹ thuật nhiệt trong thời đại 4.0,Tin tức
242,Hội thảo các nghiên cứu tiên tiến trong khoa học nhiệt và lưu chất,Tin tức
243,Sinh viên IUH chung tay chống dịch COVID–19,Tin tức
244,"Thư động viên của Bộ trưởng Bộ Công Thương gửi cán bộ, công chức, viên chức, người lao động các đơn vị thuộc bộ tại các tỉnh, thành có dịch",Tin tức
245,"Hội nghị Khoa học trẻ lần 3 năm 2021: ""Tri thức trẻ thời đại 4.0""",Tin tức
246,Top 5- Bước đột phá của IUH trên bảng xếp hạng Webometrics,Tin tức
247,IUH chung tay đẩy lùi dịch bệnh Covid-19,Tin tức
248,Hội thi “Kiến trúc trẻ 2021” – Sân chơi học thuật mới lạ mùa Covid,Tin tức
249,Hội thảo nghiên cứu khoa học sinh viên Khoa Quản trị kinh doanh - IUHBASS III,Tin tức
250,Hội thảo nghiên cứu khoa học sinh viên - Khoa Thương mại và Du lịch lần thứ 2 năm 2021,Tin tức
251,IUH tổ chức đánh giá nội bộ trực tuyến 04 chương trình đào tạo năm 2021,Tin tức
252,Khoa Tài chính - Ngân hàng tổ chức Hội nghị Khoa học sinh viên năm 2021,Tin tức
253,IUH chào đón ngày hội lớn,Tin tức
254,Hội thảo định hướng nghiên cứu luận văn thạc sĩ – Ngành Quản trị kinh doanh,Tin tức
255,Diễn đàn “Quyền Sở hữu trí tuệ với doanh nghiệp nhỏ và vừa” tại thành phố Hồ Chí Minh,Tin tức
256,Tập huấn phát triển chỉ số đo lường và đánh giá (KPIs),Tin tức
257,"Đại hội Đại biểu Đảng bộ Trường Đại học Công nghiệp Thành phố Hồ Chí Minh lần thứ XIII, nhiệm kỳ 2020 – 2025: Dân chủ - Sáng tạo – Đoàn kết – Hội nhập",Tin tức
258,Tập huấn viết báo cáo tự đánh giá cấp cơ sở giáo dục theo tiêu chuẩn AUN-QA,Tin tức
259,Hội nghị tập huấn Giải thưởng sinh viên nghiên cứu khoa học Euréka 2020,Tin tức
260,Lễ khánh thành Thư viện huyện Lý Sơn,Tin tức
261,Lễ công bố quyết định bổ nhiệm và bàn giao chức vụ Hiệu trưởng IUH,Tin tức
262,Hội nghị cán bộ - viên chức IUH năm 2020,Tin tức
263,"Lễ công bố quyết định bổ nhiệm chức danh giáo sư, phó giáo sư và trao Huân chương Lao động, Bằng khen của Thủ tướng Chính phủ năm 2019",Tin tức
264,Hội thảo quốc tế: Tự chủ tài chính trong trường Đại học: Kinh nghiệm quốc tế và ứng dụng vào Việt Nam,Tin tức
265,IUH đón nhận chứng nhận 04 chương trình đào tạo đạt chuẩn AUN-QA và Gặp mặt truyền thống nhân ngày Nhà giáo Việt Nam 20/11,Tin tức
266,Hội giảng năm học 2019 - 2020: Đẩy mạnh đổi mới phương pháp giảng dạy đại học,Tin tức
267,HaUI tham quan và học tập kinh nghiệm kiểm định chất lượng tại IUH,Tin tức
268,Chung kết cuộc thi tự động hoá với phương pháp học tập dựa trên dự án,Tin tức
269,IUH long trọng tổ chức Lễ Hội Khai giảng năm học 2019-2020,Tin tức
270,Tập huấn dạy học dựa trên chuẩn đầu ra (OBE),Tin tức
271,IUH chào mừng 35 năm ngày Nhà giáo Việt Nam 20/11,Tin tức
272,"Hội giảng năm 2017 - ""Đổi mới nội dung và phương pháp giảng dạy""",Tin tức
273,Sinh viên IUH giành được huy chương duy nhất của đoàn Việt Nam tại kỳ thi tay nghề thế giới 2017,Tin tức
274,Trường Đại học Công nghiệp TP. Hồ Chí Minh khai giảng năm học 2017-2018,Tin tức
275,Ngày hội tuyển dụng việc làm năm 2017,Tin tức
276,"Giảng viên IUH đoạt quán quân cuộc thi thiết kế thời trang COTTON USA với chủ đề ""Cảm tác vẻ đẹp tự nhiên""",Tin tức
277,Hội đồng Hiệu trưởng khối ngành Kỹ thuật - Công nghệ họp phiên thứ nhất,Tin tức
278,Ban Giám hiệu nhà trường làm việc với Ban Tư vấn và kết nối doanh nghiệp,Tin tức
279,"Hội thảo Đổi mới phương pháp đào tạo, cập nhật giáo trình kế toán phù hợp với yêu cầu cải cách tại các trường đại học, cao đẳng",Tin tức
280,"Lễ tốt nghiệp chương trình đào tạo trình độ thạc sỹ liên kết với Trường Đại học Soongsil, Hàn Quốc (khóa 04 và 05)",Tin tức
281,Thành lập trung tâm đào tạo nguồn nhân lực ngành công nghiệp phân phối và bán lẻ,Tin tức
282,"Đại hội đại biểu Công đoàn cơ sở Trường Đại học Công nghiệp TP. Hồ Chí Minh lần thứ XV, nhiệm kỳ 2017 - 2022",Tin tức
283,Ngân hàng Thế giới tài trợ 45 triệu USD cho Trường Đại học Công nghiệp Thành phố Hồ Chí Minh để tăng cường cơ sở vật chất và trang thiết bị dạy học,Tin tức
284,Đại hội Đại biểu Đoàn Thanh niên Công sản Hồ Chí Minh Trường Đại học Công nghiệp TP. Hồ Chí Minh lần IX nhiệm kỳ 2017 - 2019,Tin tức
285,Dự án JICA - IUH 100% sinh viên tốt nghiệp có việc làm,Tin tức
286,"Tổ chức Sejong, Hàn Quốc đến thăm và làm việc",Tin tức
287,Hội thảo góp ý đề án đào tạo tiến sĩ ngành Quản lý tài nguyên và Môi trường,Tin tức
288,Lễ khai giảng lớp thạc sĩ chuyên ngành khoa học và quản lý môi trường,Tin tức
289,"Lễ tuyên dương “Nhà giáo trẻ tiêu biểu” và “Sinh viên nghiên cứu khoa học Euréka”, “Sinh viên 5 tốt” năm học 2014-2015",Tin tức
290,Kỷ niệm ngày Nhà giáo VN 20-11 và vinh danh 5 phó giáo sư năm 2015,Tin tức
291,"Lễ trao bằng tốt nghiệp cho gần 11.000 tân cử nhân, kỹ sư",Tin tức
292,Trường Đại học Công nghiệp TPHCM tổng khai giảng năm học mới chào đón 11.000 tân sinh viên,Tin tức
293,Lễ công bố Quyết định thành lập Phân hiệu Quảng Ngãi của Trường ĐH Công nghiệp TP Hồ Chí Minh,Tin tức
294,Cơ sở Thanh Hóa khai giảng năm học mới 2015-2016,Tin tức
295,"Hội thảo ""Sinh viên khởi nghiệp cùng tên miền và website""",Tin tức
296,Lễ bế giảng khóa cao học 2012-2014 và khai giảng khóa cao học 2015-2017,Tin tức
297,Lễ công bố quyết định bổ nhiệm và bổ nhiệm lại Phó hiệu trưởng Trường Đại học Công nghiệp TP. Hồ Chí Minh,Tin tức
298,Ký kết Thỏa thuận hợp tác thành lập Trung tâm Hàn ngữ King Sejong tại IUH,Tin tức
299,Sinh viên Trường Đại học Công nghiệp TP.HCM gặt hái thành công trong kỳ thi tay nghề thế giới lần thứ 43 tại SÃO PAULO,Tin tức
300,Đại hội Đại biểu Đảng bộ Trường Đại học Công nghiệp TP.HCM,Tin tức
301,"Hội nghị tập huấn xét đạt tiêu chuẩn chức danh giáo sư, phó giáo sư năm 2014",Tin tức
302,Lễ kỷ niệm 85 năm ngày thành lập tổ chức Công đoàn Việt Nam (28/7/1929 - 28/7/2014),Tin tức
303,"Trao 673 suất học bổng Nguyễn Đức Cảnh cho con cán bộ, viên chức có thành tích học tập tốt năm học 2013-2014",Tin tức
304,Trường Đại học Công nghiệp TPHCM: Thêm 52 tân thạc sĩ ngành môi trường,Tin tức
305,Hoạt động kỷ niệm ngày Quốc tế Phụ nữ 8/3/2014,Tin tức
306,"Lễ bế giảng và trao bằng tốt nghiệp cho hơn 10000 tân cử nhân, tân kỹ sư",Tin tức
307,Lễ khai mạc Hội thao toàn trường 2014 và kỷ niệm 83 năm ngày thành lập Đoàn TNCS Hồ Chí Minh,Tin tức
308,Bế mạc Hội thao toàn trường năm 2014: Trao 99 giải thưởng cho cá nhân và tập thể,Tin tức
309,"Trường Đại học Công nghiệp TP. HCM tổ chức Hội nghị cán bộ, viên chức năm 2014 thành công tốt đẹp",Tin tức
310,Kỷ niệm 9 năm ngày thành lập Trường Đại học Công nghiệp TP. HCM,Tin tức
311,Hội nghị tổng kết hoạt động công đoàn năm học 2012-2013 và triển khai chương trình hoạt động năm học 2013-2014,Tin tức
312,Triển lãm sách chào mừng Ngày sách Việt Nam lần thứ II,Tin tức
313,Hội nghị Cán bộ - Viên chức Trường Đại học Công nghiệp TPHCM năm 2015 thành công tốt đẹp,Tin tức
314,Lễ công bố quyết định bổ nhiệm phó giáo sư năm 2014,Tin tức
315,Lễ công bố quyết định bổ nhiệm Hiệu trưởng Trường Đại học Công nghiệp TPHCM,Tin tức
316,9 sinh viên xuất sắc của Trường Đại học Công nghiệp TPHCM nhận học bổng Toyota 2014,Tin tức
317,Kỷ niệm 10 năm kế thừa và phát triển Trường Đại học Công nghiệp TPHCM,Tin tức
318,Họp mặt doanh nghiệp và cựu sinh viên Trường Đại học Công nghiệp TPHCM năm 2014,Tin tức
319,Thêm 24 thạc sĩ quản lý tài nguyên môi trường và kỹ thuật môi trường,Tin tức
320,"Lễ bế giảng và trao bằng tốt nghiệp cho các tân cử nhân, tân kỹ sư",Tin tức
321,Lễ kỷ niệm ngày Nhà giáo Việt Nam 20/11,Tin tức
322,"Trường Đại học Công nghiệp TP.HCM tổng khai giảng năm học mới 2014-2015 chào đón 13.500 tân học sinh, sinh viên",Tin tức
323,Khai giảng năm học mới 2014-2015 tại Cơ sở Quảng Ngãi - Trường Đại học Công nghiệp TPHCM,Tin tức
324,Trường Đại học Công nghiệp TPHCM khai giảng năm học mới tại Cơ sở Thanh Hóa,Tin tức
325,Điểm thi IUH - Vòng Quốc gia Online ACM/ICPC 2014,Tin tức
326,Hội nghị khoa học lần 5 Trường Đại học Công nghiệp TPHCM: Công bố gần 100 công trình khoa học,Tin tức
327,Thương hiệu đào tạo nguồn nhân lực chất lượng cao,Tin tức
328,Triển lãm sách chào mừng Ngày sách Việt Nam lần thứ III năm 2016,Tin tức
329,Hội thi sinh viên sáng tạo sản phẩm mới lần thứ VII năm 2016,Tin tức
330,Sinh viên IUH tiếp tục đạt giải cao tại Imagine Cup 2016,Tin tức
331,"""SV2016"": Trường Đại học Công nghiệp Tp.HCM xuất sắc vào chung kết miền Nam",Tin tức
332,Bế mạc Hội thi tay nghề Bộ Công Thương năm 2016,Tin tức
333,Vòng loại Cuộc thi Tin học văn phòng quốc tế (MOSWC) 2016 tại Trường Đại học Công nghiệp TPHCM,Tin tức
334,"Hội thảo lấy ý kiến về mục tiêu đào tạo, chuẩn đầu ra ngành Công nghệ thông tin theo chuẩn ABET",Tin tức
335,Lễ bế giảng khóa cao học liên kết đào tạo MBA-SS3 và khai giảng khóa MBA-SS5,Tin tức
336,Hội nghị Cán bộ - Viên chức Trường Đại học Công nghiệp TPHCM năm 2016 thành công tốt đẹp,Tin tức
337,"Họp mặt cán bộ, viên chức hưu trí Xuân Bính Thân 2016",Tin tức
338,Sinh viên Trường ĐH Công nghiệp TPHCM xuất sắc dẫn đầu lĩnh vực kỹ thuật và môi trường Euréka 2015,Tin tức
339,Sinh viên Trường ĐH Công nghiệp TP.HCM nhận giải thưởng CNTT-TT TP.HCM năm 2015,Tin tức
340,Sinh viên Trường Đại học Công nghiệp TPHCM được tặng thưởng Huân chương Lao động hạng Ba,Tin tức
341,Triển lãm ảnh “60 giải pháp ứng phó với biến đổi khí hậu”,Tin tức
342,Trường Đại học Công nghiệp TP. Hồ Chí Minh khai giảng khóa đào tạo trình độ tiến sĩ đầu tiên,Tin tức
343,Sinh viên IUH được vay 500 triệu đồng để khởi nghiệp,Tin tức
344,"Khánh thành phòng khám phục vụ cán bộ, viên chức và sinh viên",Tin tức
345,"Hội nghị Cán bộ, viên chức trường Đại học Công nghiệp TP. Hồ Chí Minh năm 2017",Tin tức
346,"Họp mặt cán bộ, viên chức hưu trí Xuân Đinh Dậu 2017",Tin tức
347,Lễ ký kết hợp tác toàn diện giữa Trường Đại học Công nghiệp TP. Hồ Chí Minh với Bệnh viên Quân y 175,Tin tức
348,Lễ bàn giao thiết bị tự động hóa và trao học bổng Mitsubishi Electric Việt Nam cho Trường Đại học Công nghiệp TP. Hồ Chí Minh,Tin tức
349,Khoa Công nghệ Nhiệt lạnh kết hợp với công ty EBARA - Nhật Bản tổ chức “Hội thảo máy bơm và thiết bị lạnh”,Tin tức
350,Thành lập Văn phòng đại diện Hội Nghiên cứu Biên tập Công trình Khoa học và Công nghệ Việt Nam tại Thành phố Hồ Chí Minh,Tin tức
351,Công bố Quyết định bổ nhiệm chức danh Phó Giáo sư năm 2016,Tin tức
352,Trường đại học Công nghiệp TP.HCM nhận Huân chương độc lập hạng Ba,Tin tức
353,IUH: Trường đầu tiên tại phía Nam đạt tiêu chuẩn chất lượng giáo dục,Tin tức
354,Các nhà khoa học quốc tế bàn về Công nghệ cao và Phát triển bền vững,Tin tức
355,Bổ nhiệm Phó hiệu trưởng Trường đại học Công nghiệp TP. Hồ Chí Minh,Tin tức
356,Thành tích sinh viên IUH tại Kỳ thi tay nghề Quốc gia 2016,Tin tức
357,Hội thảo chia sẻ kinh nghiệm về xếp hạng trường đại học theo QS,Tin tức
358,"Giảng viên và sinh viên IUH đạt giải thưởng dành cho giảng viên trẻ, sinh viên nghiên cứu khoa học năm 2018",Tin tức
359,Đại học đầu tiên thuộc Bộ Công Thương đạt chuẩn kiểm định chất lượng khu vực AUN-QA,Tin tức
360,Sinh viên IUH tham dự chung kết Delta Cup - Khơi nguồn sáng tạo trẻ Việt Nam,Tin tức
361,Đánh giá chất lượng cấp chương trình lần thứ 116 của AUN - QA tại IUH,Tin tức
362,Vinh danh các thí sinh đạt giải tại Kỳ thi tay nghề thế giới lần thứ 44 và Kỳ thi tay nghề quốc gia lần thứ X,Tin tức
363,"Ngày hội tuyển dụng, việc làm năm 2018",Tin tức
364,"Hội thảo khoa học quốc tế về ""Gió và kết cấu"" 2018 – WaS 2018",Tin tức
365,"Hội nghị Cán bộ, viên chức trường Đại học Công nghiệp TP. Hồ Chí Minh năm 2018",Tin tức
366,Trường Đại học 'bắt tay' nhà sáng chế nông dân,Tin tức
367,"Họp mặt cán bộ, viên chức hưu trí Xuân Mậu Tuất 2018",Tin tức
368,Lễ bàn giao phòng thực hành Etap Power Lab,Tin tức
369,Đánh giá cuối kỳ Dự án JICA-IUH,Tin tức
370,Công bố quyết định bổ nhiệm chức vụ Phó Hiệu trưởng,Tin tức
371,Hội nghị khoa học quốc tế về An ninh lương thực và phát triển bền vững 2017 - ISFS2017,Tin tức
372,IUH tài trợ Thư viện cho huyện đảo Lý Sơn,Tin tức
373,IUH: 10 tỷ đồng cho hoạt động sáng tạo và khởi nghiệp của sinh viên,Tin tức
374,Hội nghị Khoa học trẻ IUH Lần 1/2019: Ươm mầm cho đam mê nghiên cứu khoa học,Tin tức
375,'Nhà máy thông minh' trong trường đại học,Tin tức
376,Phòng thí nghiệm nhà máy thông minh 4.0: Đáp ứng nguồn lực chuyên gia kỹ thuật số của Việt Nam,Tin tức
377,Khai mạc đánh giá chất lượng cấp chương trình lần thứ 154 của AUN - QA tại IUH,Tin tức
378,Đoàn công tác Cao đẳng Kinh tế Kỹ thuật Cần Thơ tham quan học tập kinh nghiệm triển khai dự án JICA tại IUH,Tin tức
379,Hội thảo khoa học quốc tế Ứng dụng vi tảo trong xử lý môi trường nước thả,Tin tức
380,IUH đánh giá nội bộ 04 chương trình đào tạo theo tiêu chuẩn ABET,Tin tức
381,IUH tổ chức Lễ khai giảng đào tạo trình độ tiến sĩ khóa 02 và trao bằng tốt nghiệp thạc sĩ,Tin tức
382,"Lễ khởi động Dự án thành phần “Xây dựng cơ sở đào tạo, nghiên cứu khoa học của IUH tại Quận 12” do Ngân hàng Thế giới tài trợ",Tin tức
383,Khai mạc chương trình tập huấn lãnh đạo cấp cao của dự án UK-VN HEP,Tin tức
384,Hội nghị cán bộ - viên chức IUH năm 2019 - Sự khởi đầu đầy hứng khởi,Tin tức
385,Cán bộ quản lý IUH tham gia chương trình tập huấn UK-VN HEP từ ngày 1-12/12/2018,Tin tức
386,IUH chào mừng 36 năm ngày Nhà giáo Việt Nam 20/11,Tin tức
387,Giảng viên IUH đạt huy chương vàng tại cuộc thi Macau International Invention Exhibition,Tin tức
388,Trường ĐH Công nghiệp TP.HCM vinh dự nhận Cờ thi đua và Bằng khen của Bộ trưởng Bộ Công Thương,Tin tức
389,IUH nằm trong nhóm trường tốt nhất khu vực châu Á,Tin tức
390,IUH tổ chức gặp mặt truyền thống nhân Ngày Nhà giáo Việt Nam 20/11,Tin tức
391,IUH ký kết hợp tác với Doanh nghiệp và Viện nghiên cứu về nghiên cứu khoa học & chuyển giao công nghệ,Tin tức
392,IUH long trọng tổ chức Lễ Khai giảng năm học 2020-2021,Tin tức
393,IUH đạt nhiều thành tích xuất sắc trong phong trào thi đua “Dân vận khéo” năm 2025,Hợp tác
394,Sinh viên IUH được lựa chọn trình bày sản phẩm công nghệ trước Tổng Bí thư tại Đại hội Đảng TP. Hồ Chí Minh,Hợp tác
395,"Trang bị kiến thức cho sinh viên về phòng, chống tệ nạn học đường và tội phạm mạng",Hợp tác
396,Bộ Công Thương lấy ý kiến quy chuẩn mới sản phẩm đồ uống có cồn,Hợp tác
397,80 tỷ học bổng năm học 2025 - 2026 tại IUH: Giáo dục không chỉ nuôi dưỡng tri thức mà còn gìn giữ ước mơ,Hợp tác
398,"Vượt qua vòng Quốc gia, đội tuyển IUH giành vé vào chung kết lập trình Procon quốc tế",Hợp tác
399,Giải Nhất Quốc tế cho nhóm sinh viên IUH tại cuộc thi Thiết kế HVAC Midea lần thứ 5,Hợp tác
400,Đam mê trồng nấm đưa cựu sinh viên IUH trở thành CEO Vinabiomush,Hợp tác
401,Sinh viên Đại học Công nghiệp TP.HCM giành giải Nhất toàn quốc ở Giải thưởng Euréka 2025,Hợp tác
402,IUH hỗ trợ khẩn cấp trang thiết bị và quần áo học sinh cho vùng lũ ngập nặng,Hợp tác
403,"IUH vinh danh và bổ nhiệm 16 GS, PGS năm 2025, tiếp tục tăng cường đội ngũ học thuật",Hợp tác
404,IUH công bố Nghị quyết bổ nhiệm lại 02 Phó Hiệu trưởng,Hợp tác
405,Mùa tốt nghiệp - những đại sứ mới của IUH,Hợp tác
406,Sinh viên IUH “vùng rốn lũ” chịu thiệt hại nặng được miễn toàn bộ học phí học kỳ II,Hợp tác
407,"IUH ký kết hợp tác mới, tăng lợi thế việc làm cho sinh viên Hóa - Dược",Hợp tác
408,Tháng 11 rực rỡ: IUH tôn vinh thầy cô và trao nhiều giải thưởng phong trào,Hợp tác
409,"IUH quyên góp hơn 4,3 tỷ đồng hỗ trợ khẩn cấp cho bà con miền Trung",Hợp tác
410,IUH chào đón 20/11 với nhiều dấu mốc nổi bật và ra mắt bộ nhận diện thương hiệu mới,Hợp tác
411,“Ký ức thầy cô” mùa IV tại IUH: Những người thầy truyền cảm hứng,Hợp tác
412,IUH ký kết hợp tác với đơn vị tư vấn hàng đầu của Việt Nam trong lĩnh vực điện,Hợp tác
413,Khai mạc chương trình giao lưu khoa học và văn hoá Việt - Nhật giữa IUH và TUT tại Tokyo,Hợp tác
414,Sinh viên Khoa Công nghệ Điện IUH nâng cao năng lực qua chương trình thực tập quốc tế tại Đài Loan,Hợp tác
415,IUH mở rộng hợp tác chiến lược với nhiều đối tác giáo dục – doanh nghiệp tại Nhật Bản và Việt Nam,Hợp tác
416,Giảng viên IUH tham dự khóa đào tạo quốc tế về quản lý kinh tế tuần hoàn và dệt may bền vững tại Thái Lan - Masci 2025,Hợp tác
417,Sinh viên IUH trải nghiệm học thuật và hoạt động cộng đồng trong chương trình MOBITECH tại Malaysia,Hợp tác
418,Đoàn giảng viên IUH tập huấn tại Nhật Bản trong Dự án PIUS về đào tạo kỹ sư ô tô điện,Hợp tác
419,Đại học Công nghiệp TP. Hồ Chí Minh và Trường Đại học Y tế Wonkwang ký kết hợp tác phát triển nguồn lực chất lượng cao,Hợp tác
420,"Kết nối Việt - Bỉ: IUH, Đại học Liège và Đại học Trà Vinh khởi động Dự án REMAOP",Hợp tác
421,IUH ký kết Biên bản ghi nhớ hợp tác với Đại học Kristen Krida Wacana (Indonesia),Hợp tác
422,Hội nghị triển khai hoạt động của Dự án Erasmus “GREEN EDU-SEEDS” tại Đại học Công nghiệp TP. HCM,Hợp tác
423,Sinh viên IUH - Cơ hội làm việc và phát triển sự nghiệp toàn cầu tại CHLB Đức,Hợp tác
424,"IUH cùng TUT triển khai Dự án Glocal STEAM: Cầu nối giữa khoa học, kỹ thuật với thế giới & địa phương",Hợp tác
425,Từ Google đến Việt Nam: Sinh viên Pháp chọn IUH cho kỳ thực tập quốc tế,Hợp tác
426,Khép lại hành trình đáng nhớ: Sinh viên IUH hoàn thành khoá huấn luyện điện hạt nhân tại Nga,Hợp tác
427,"Giảng viên IUH tham dự khóa đào tạo quốc tế tại Trung Quốc: Kết nối tri thức, mở rộng hợp tác",Hợp tác
428,"IUH chào đón đoàn sinh viên Pháp: Gắn kết tri thức, văn hóa",Hợp tác
429,Đại học Công nghiệp TP. HCM ký kết hợp tác chiến lược với Altair Engineering và ThinkSmart,Hợp tác
430,"Giảng viên IUH tham gia chương trình trao đổi giảng viên tại Đại học Quốc lập Trung Chính, Đài Loan",Hợp tác
431,IUH ký kết hợp tác chiến lược với Trường Đại học Siam (Thái Lan),Hợp tác
432,"Sôi nổi loạt hoạt động Tuần lễ giao lưu văn hóa, khoa học sinh viên quốc tế lần 3, năm 2025",Hợp tác
433,Đại học Công nghiệp TP. HCM tham gia dự án Green Edu Seeds của quỹ Erasmus,Hợp tác
434,Giảng viên IUH tham gia chương trình trao đổi giảng viên tại trường Đại học Kasem Bundit (Thái Lan),Hợp tác
435,Hưởng lương hơn 30 triệu/tháng cho sinh viên IUH tham gia chương trình thực tập nước ngoài,Hợp tác
436,"Dành 12 ngàn đô học bổng cho sinh viên IUH tham gia chương trình 1+3, 2+2 tại Mỹ",Hợp tác
437,IUH ký kết MOU với doanh nghiệp thuộc tập đoàn OS Group (Nhật Bản),Hợp tác
438,Đại học Công nghiệp TP. HCM và Đại học Công nghệ Tokyo ký kết hợp tác,Hợp tác
439,Ký hợp đồng cho sinh viên IUH xuất ngoại thực tập có hưởng lương tại xứ sở Phù Tang,Hợp tác
440,Sinh viên Khoa Cơ khí - IUH lên sóng Đài truyền hình Taiwan Plus,Hợp tác
441,Gần 300 sinh viên quốc tế hội tụ trong tuần lễ giao lưu văn hóa và khoa học tại Đại học Công nghiệp TP. HCM,Hợp tác
442,Giảng viên khoa Ngoại Ngữ - IUH tham gia Đào tạo ngắn hạn tại xứ sở lá phong,Hợp tác
443,Những ngày hè rực rỡ tại IUH của sinh viên Đại học Quốc gia Nghi Lan – Đài Loan (NIU),Hợp tác
444,IUH tiếp đón và làm việc cùng WU – Hàn Quốc về sản phẩm nha khoa,Hợp tác
445,"Đại học Công nghiệp TP.HCM tham gia chương trình đào tạo trao đổi giảng viên, nhân viên tại Đại học Powiślański, Ba Lan",Hợp tác
446,Sinh viên IUH tại Nhật Bản: Hành trình của học hỏi và trải nghiệm,Hợp tác
447,Tuần lễ kỷ niệm 50 năm thiết lập quan hệ Ngoại giao Nhật Bản – Việt Nam tại IUH,Hợp tác
448,Tà áo dài thướt tha trên giảng đường Trường Đại học Kasem Bundit – Thái Lan,Hợp tác
449,Sinh viên Khoa Công nghệ Điện tham gia trao đổi học tập tại Đài Loan,Hợp tác
450,Sinh viên IUH tích cực tham gia các chương trình trao đổi đào tạo tại Thái Lan,Hợp tác
451,Tuần lễ giao lưu văn hóa và khoa học quốc tế tại Trường Đại học Công Nghiệp Thành phố Hồ Chí Minh,Hợp tác
